"medcode","readcode","Description","CodingSystem","source"
70509,"B627D00","Diffuse non-Hodgkin's centroblastic lymphoma","readcode","CAN023"
70637,"B320.00","Malignant melanoma of lip","readcode","CAN023"
70696,"B02y.00","Malignant neoplasm of other major salivary glands","readcode","CAN023"
70716,"B62zz11","Immunoproliferative neoplasm","readcode","CAN023"
70724,"B653.00","Myeloid sarcoma","readcode","CAN023"
70729,"B431z00","Malignant neoplasm of isthmus of uterine body NOS","readcode","CAN023"
70736,"B58y300","Secondary malignant neoplasm of vagina","readcode","CAN023"
70747,"B564z00","Secondary and unspec malig neop of inguinal and leg LN NOS","readcode","CAN023"
70819,"B055.00","Malignant neoplasm of palate unspecified","readcode","CAN023"
70824,"B540z00","Malignant neoplasm of adrenal gland NOS","readcode","CAN023"
70842,"B627100","Follicular non-Hodg mixed sml cleavd & lge cell lymphoma","readcode","CAN023"
70928,"B022.00","Malignant neoplasm of sublingual gland","readcode","CAN023"
70942,"B510400","Malignant neoplasm of hypothalamus","readcode","CAN023"
71031,"B600100","Reticulosarcoma of lymph nodes of head, face and neck","readcode","CAN023"
71136,"B323100","Malignant melanoma of chin","readcode","CAN023"
71139,"B51y.00","Malignant neoplasm of other parts of brain","readcode","CAN023"
71142,"B613000","Hodgkin's, lymphocytic-histiocytic predominance unspec site","readcode","CAN023"
71147,"B003.00","Malignant neoplasm of lower lip, inner aspect","readcode","CAN023"
71204,"B200000","Malignant neoplasm of cartilage of nose","readcode","CAN023"
71238,"B601100","Lymphosarcoma of lymph nodes of head, face and neck","readcode","CAN023"
71262,"B62y600","Malignant lymphoma NOS of intrapelvic lymph nodes","readcode","CAN023"
71304,"B602z00","Burkitt's lymphoma NOS","readcode","CAN023"
71584,"B507.00","Malignant neoplasm of lacrimal duct","readcode","CAN023"
71609,"B62z500","Unspec malig neop lymphoid/histiocytic nodes inguinal/leg","readcode","CAN023"
71625,"B601000","Lymphosarcoma of unspecified site","readcode","CAN023"
71810,"B304.00","Malignant neoplasm of scapula and long bones of upper arm","readcode","CAN023"
71946,"B201300","Malignant neoplasm of mastoid air cells","readcode","CAN023"
72127,"B484.00","Malignant neoplasm of epididymis","readcode","CAN023"
72174,"B4A4.00","Malignant neoplasm of paraurethral glands","readcode","CAN023"
72197,"B67y000","Lymphosarcoma cell leukaemia","readcode","CAN023"
72212,"B308200","Malignant neoplasm of calcaneum","readcode","CAN023"
72224,"B1z1100","Fibrosarcoma of spleen","readcode","CAN023"
72445,"B161000","Malignant neoplasm of cystic duct","readcode","CAN023"
72464,"B305.12","Malignant neoplasm of metacarpal bones","readcode","CAN023"
72500,"ByuDB00","[X]Mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf","readcode","CAN023"
72522,"B313200","Malignant neoplasm of great vessels","readcode","CAN023"
72713,"B562100","Secondary and unspec malig neop superficial mesenteric LN","readcode","CAN023"
72714,"B621500","Mycosis fungoides of lymph nodes of inguinal region and leg","readcode","CAN023"
72723,"B430000","Malignant neoplasm of cornu of corpus uteri","readcode","CAN023"
72725,"B62y200","Malignant lymphoma NOS of intrathoracic lymph nodes","readcode","CAN023"
72774,"B642.00","Subacute lymphoid leukaemia","readcode","CAN023"
72803,"B565z00","Secondary and unspec malig neop intrapelvic LN NOS","readcode","CAN023"
73213,"B581.00","Secondary malignant neoplasm of other urinary organs","readcode","CAN023"
73296,"Byu3100","[X]Malignant neoplasm/bones+articular cartilage/limb,unspfd","readcode","CAN023"
73439,"B064z00","Malignant neoplasm of anterior epiglottis NOS","readcode","CAN023"
73510,"B550500","Malignant neoplasm of supraclavicular fossa NOS","readcode","CAN023"
73530,"B305.00","Malignant neoplasm of hand bones","readcode","CAN023"
73532,"B613300","Hodgkin's, lymphocytic-histiocytic pred intra-abdominal node","readcode","CAN023"
73536,"B327000","Malignant melanoma of hip","readcode","CAN023"
73537,"B201z00","Malig neop auditory tube, middle ear, mastoid air cells NOS","readcode","CAN023"
73538,"B563z00","Secondary and unspec malig neop axilla and upper limb LN NOS","readcode","CAN023"
73556,"B305z00","Malignant neoplasm of hand bones NOS","readcode","CAN023"
73614,"B004000","Malignant neoplasm of lip unspecified, buccal aspect","readcode","CAN023"
73616,"B58y200","Secondary malignant neoplasm of cervix uteri","readcode","CAN023"
73718,"B310z00","Malig neop connective and soft tissue head, face, neck NOS","readcode","CAN023"
73744,"B322z00","Malignant melanoma of ear and external auricular canal NOS","readcode","CAN023"
73777,"B624z00","Leukaemic reticuloendotheliosis NOS","readcode","CAN023"
73962,"B000.00","Malignant neoplasm of upper lip, vermilion border","readcode","CAN023"
73988,"B524500","Malignant neoplasm of peripheral nerve of pelvis","readcode","CAN023"
73992,"B504.00","Malignant neoplasm of cornea","readcode","CAN023"
74896,"B161z00","Malignant neoplasm of extrahepatic bile ducts NOS","readcode","CAN023"
84368,"B565000","Secondary and unspec malig neop internal iliac lymph nodes","readcode","CAN023"
86046,"B524400","Malignant neoplasm of peripheral nerve of abdomen","readcode","CAN023"
86812,"B305D00","Malignant neoplasm of phalanges of hand","readcode","CAN023"
86996,"B501000","Malignant neoplasm of connective tissue of orbit","readcode","CAN023"
86997,"Byu2400","[X]Malignant neoplasm/ill-defined sites within resp system","readcode","CAN023"
87113,"B54X.00","Malignant neoplasm-pluriglandular involvement,unspecified","readcode","CAN023"
87335,"B624.12","Hairy cell leukaemia","readcode","CAN023"
88022,"ByuC400","[X]Secondary malignant neoplasm/oth+unspcfd digestive organs","readcode","CAN023"
88144,"B52y.00","Malignant neoplasm of other specified part of nervous system","readcode","CAN023"
88362,"B08y.00","Malignant neoplasm of other specified hypopharyngeal site","readcode","CAN023"
89258,"B524200","Malignant neoplasm of peripheral nerve of low limb, incl hip","readcode","CAN023"
89329,"ByuD800","[X]Other specified leukaemias","readcode","CAN023"
89593,"B151200","Malignant neoplasm of intrahepatic biliary passages","readcode","CAN023"
89657,"B626z00","Malignant mast cell tumour NOS","readcode","CAN023"
89762,"ByuD700","[X]Other monocytic leukaemia","readcode","CAN023"
89909,"B003200","Malignant neoplasm of lower lip, mucosa","readcode","CAN023"
89916,"B553100","Malignant neoplasm of presacral region","readcode","CAN023"
90124,"B067.00","Malignant neoplasm of posterior wall of oropharynx","readcode","CAN023"
90201,"B62x000","T-zone lymphoma","readcode","CAN023"
90290,"B18y700","Malignant neoplasm of mesentery","readcode","CAN023"
90546,"B312z00","Malig neop connective and soft tissue hip and leg NOS","readcode","CAN023"
90610,"B002300","Malignant neoplasm of upper lip, oral aspect","readcode","CAN023"
90659,"B54y.00","Malignant neoplasm of other specified endocrine gland","readcode","CAN023"
91035,"B010z00","Malignant neoplasm of fixed part of tongue NOS","readcode","CAN023"
91037,"B06yz00","Malignant neoplasm of other specified site of oropharynx NOS","readcode","CAN023"
91240,"B517300","Malignant neoplasm of pons","readcode","CAN023"
91457,"Byu5900","[X]Malignant neoplasm/connective + soft tissue,unspecified","readcode","CAN023"
91509,"B471z00","Malignant neoplasm of descended testis NOS","readcode","CAN023"
91586,"B311400","Malignant neoplasm of connective and soft tissue of finger","readcode","CAN023"
91674,"B621300","Mycosis fungoides of intra-abdominal lymph nodes","readcode","CAN023"
91843,"B003100","Malignant neoplasm of lower lip, frenulum","readcode","CAN023"
91895,"B064100","Malignant neoplasm of glossoepiglottic fold","readcode","CAN023"
91896,"Byu5800","[X]Mal neoplasm/connective+soft tissue of trunk,unspecified","readcode","CAN023"
91900,"B61z400","Hodgkin's disease NOS of lymph nodes of axilla and arm","readcode","CAN023"
92068,"B620300","Nodular lymphoma of intra-abdominal lymph nodes","readcode","CAN023"
92245,"B613200","Hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes","readcode","CAN023"
92329,"B48yz00","Malignant neoplasm of other male genital organ NOS","readcode","CAN023"
92371,"B304300","Malignant neoplasm of radius","readcode","CAN023"
92380,"B602500","Burkitt's lymphoma of lymph nodes of inguinal region and leg","readcode","CAN023"
92382,"B308B00","Malignant neoplasm of fourth metatarsal bone","readcode","CAN023"
92703,"B560400","Secondary and unspec malig neop deep parotid lymph nodes","readcode","CAN023"
92720,"B243.00","Malignant neoplasm of posterior mediastinum","readcode","CAN023"
93218,"B03z.00","Malignant neoplasm of gum NOS","readcode","CAN023"
93342,"B66z.00","Monocytic leukaemia NOS","readcode","CAN023"
93384,"B62z200","Unspec malig neop lymphoid/histiocytic of intrathoracic node","readcode","CAN023"
93478,"B138.00","Malignant neoplasm, overlapping lesion of colon","readcode","CAN023"
93537,"B517200","Malignant neoplasm of midbrain","readcode","CAN023"
93665,"Byu5300","[X]Kaposi's sarcoma, unspecified","readcode","CAN023"
93716,"B561z00","Secondary and unspec malig neop intrathoracic LN NOS","readcode","CAN023"
93762,"B42..00","Malignant neoplasm of placenta","readcode","CAN023"
93778,"B1z1z00","Malignant neoplasm of spleen NOS","readcode","CAN023"
93842,"B062300","Malignant neoplasm of palatopharyngeal arch","readcode","CAN023"
93951,"B613500","Hodgkin's, lymphocytic-histiocytic pred inguinal and leg","readcode","CAN023"
94005,"B615z00","Hodgkin's disease, mixed cellularity NOS","readcode","CAN023"
94174,"B67y.00","Other and unspecified leukaemia","readcode","CAN023"
94220,"B540100","Malignant neoplasm of adrenal medulla","readcode","CAN023"
94251,"B00z100","Malignant neoplasm of lip, unspecified, lipstick area","readcode","CAN023"
94272,"B314100","Malig neoplasm of connective and soft tissues of lumb spine","readcode","CAN023"
94278,"B110111","Malignant neoplasm of gastro-oesophageal junction","readcode","CAN023"
94279,"B61z700","Hodgkin's disease NOS of spleen","readcode","CAN023"
94355,"B55y200","Malignant neoplasm of flank NOS","readcode","CAN023"
94390,"B070.00","Malignant neoplasm of roof of nasopharynx","readcode","CAN023"
94407,"B615100","Hodgkin's mixed cellularity of lymph nodes head, face, neck","readcode","CAN023"
94415,"B623100","Malignant histiocytosis of lymph nodes head, face and neck","readcode","CAN023"
94427,"B305C00","Malignant neoplasm of fifth metacarpal bone","readcode","CAN023"
94441,"B003300","Malignant neoplasm of lower lip, oral aspect","readcode","CAN023"
94776,"B1z2.00","Malignant neoplasm, overlapping lesion of digestive system","readcode","CAN023"
94975,"B241300","Malignant neoplasm of pericardium","readcode","CAN023"
94995,"B620500","Nodular lymphoma of lymph nodes of inguinal region and leg","readcode","CAN023"
95012,"B621800","Mycosis fungoides of lymph nodes of multiple sites","readcode","CAN023"
95016,"B0z1.00","Malignant neoplasm of Waldeyer's ring","readcode","CAN023"
95049,"B616000","Hodgkin's lymphocytic depletion of unspecified site","readcode","CAN023"
95057,"B34y000","Malignant neoplasm of ectopic site of female breast","readcode","CAN023"
95058,"B600700","Reticulosarcoma of spleen","readcode","CAN023"
95182,"B308100","Malignant neoplasm of talus","readcode","CAN023"
95323,"B35z000","Malignant neoplasm of ectopic site of male breast","readcode","CAN023"
95338,"B613600","Hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes","readcode","CAN023"
95378,"B561200","Secondary and unspec malig neop diaphragmatic lymph nodes","readcode","CAN023"
95421,"B45y.00","Malignant neoplasm of other specified female genital organ","readcode","CAN023"
95429,"B071.00","Malignant neoplasm of posterior wall of nasopharynx","readcode","CAN023"
95458,"B300300","Malignant neoplasm of nasal bone","readcode","CAN023"
95480,"B001100","Malignant neoplasm of lower lip, lipstick area","readcode","CAN023"
95505,"B41y000","Malignant neoplasm of cervical stump","readcode","CAN023"
95545,"B627911","Maltoma","readcode","CAN023"
95629,"B325500","Malignant melanoma of perineum","readcode","CAN023"
95630,"B62x600","True histiocytic lymphoma","readcode","CAN023"
95644,"B241.00","Malignant neoplasm of heart","readcode","CAN023"
95671,"Byu5700","[X]Malignant neoplasm of peritoneum, unspecified","readcode","CAN023"
95715,"B627900","Mucosa-associated lymphoma","readcode","CAN023"
95772,"B051000","Malignant neoplasm of upper buccal sulcus","readcode","CAN023"
95783,"B17yz00","Malignant neoplasm of specified site of pancreas NOS","readcode","CAN023"
95792,"B62zz00","Lymphoid and histiocytic malignancy NOS","readcode","CAN023"
95949,"B621000","Mycosis fungoides of unspecified site","readcode","CAN023"
96003,"B055000","Malignant neoplasm of junction of hard and soft palate","readcode","CAN023"
96094,"B119.00","Siewert type III adenocarcinoma","readcode","CAN023"
96226,"ByuC100","[X]Malignant neoplasm/overlap lesion/other+ill-defined sites","readcode","CAN023"
96379,"B621400","Mycosis fungoides of lymph nodes of axilla and upper limb","readcode","CAN023"
96429,"B470z00","Malignant neoplasm of undescended testis NOS","readcode","CAN023"
96445,"B300B00","Malignant neoplasm of turbinate","readcode","CAN023"
96585,"B32y000","Overlapping malignant melanoma of skin","readcode","CAN023"
96635,"B17y000","Malignant neoplasm of ectopic pancreatic tissue","readcode","CAN023"
96782,"B003z00","Malignant neoplasm of lower lip, inner aspect NOS","readcode","CAN023"
96783,"B005.00","Malignant neoplasm of commissure of lip","readcode","CAN023"
96802,"B11y100","Malignant neoplasm of posterior wall of stomach NEC","readcode","CAN023"
96869,"B071z00","Malignant neoplasm of posterior wall of nasopharynx NOS","readcode","CAN023"
96971,"B20y.00","Malig neop other site nasal cavity, middle ear and sinuses","readcode","CAN023"
97091,"ByuC500","[X]2ndry malignant neoplasm/bladder+oth+unsp urinary organs","readcode","CAN023"
97332,"B213z00","Malignant neoplasm of laryngeal cartilage NOS","readcode","CAN023"
97499,"B118.00","Siewert type II adenocarcinoma","readcode","CAN023"
97530,"B051100","Malignant neoplasm of lower buccal sulcus","readcode","CAN023"
97547,"B551200","Malignant neoplasm of intrathoracic site NOS","readcode","CAN023"
97577,"B602300","Burkitt's lymphoma of intra-abdominal lymph nodes","readcode","CAN023"
97672,"B576z00","Secondary malig neop of retroperitoneum or peritoneum NOS","readcode","CAN023"
97746,"B61z800","Hodgkin's disease NOS of lymph nodes of multiple sites","readcode","CAN023"
97832,"B58y211","Secondary cancer of the cervix","readcode","CAN023"
97863,"B615000","Hodgkin's disease, mixed cellularity of unspecified site","readcode","CAN023"
97875,"B175.00","Malignant neoplasm, overlapping lesion of pancreas","readcode","CAN023"
97996,"B44y.00","Malignant neoplasm of other site of uterine adnexa","readcode","CAN023"
98104,"B23y.00","Malignant neoplasm of other specified pleura","readcode","CAN023"
98142,"B107.00","Siewert type I adenocarcinoma","readcode","CAN023"
98361,"Byu5B00","[X]Kaposi's sarcoma of other sites","readcode","CAN023"
98408,"B313z00","Malig neop of connective and soft tissue of thorax NOS","readcode","CAN023"
98500,"B002200","Malignant neoplasm of upper lip, mucosa","readcode","CAN023"
98537,"B201100","Malignant neoplasm of tympanic cavity","readcode","CAN023"
